Order ID,Product ID,Customer ID,Order Date,Sales,Profit,Quantity,Discount
JO-2014-GA472567-41654,OFF-BI-4818,GA-472567,15-01-2014,103,18,2,0.0
IN-2014-KC165407-41921,FUR-CH-4558,KC-165407,09-10-2014,171,20,2,0.1
ID-2015-TH2123597-42143,TEC-AC-4157,TH-2123597,19-05-2015,297,-119,7,0.5
CA-2014-EN13780140-41795,TEC-MA-5557,EN-137801406,05-06-2014,1349,364,3,0.0
US-2014-KT164655-41991,FUR-BO-5954,KT-164655,18-12-2014,297,-89,5,0.4
MX-2013-RA1928551-41545,OFF-BI-3714,RA-1928551,28-09-2013,57,17,3,0.0
CA-2013-EN13780140-41424,TEC-PH-5658,EN-137801406,30-05-2013,239,2,3,0.0
PL-2015-AJ795103-42248,FUR-CH-5795,AJ-795103,01-09-2015,134,6,1,0.0
MO-2015-BN151586-42245,OFF-ST-4056,BN-151586,29-08-2015,255,30,2,0.0
CA-2013-EN13780140-41424,OFF-AP-4221,EN-137801406,30-05-2013,160,44,2,0.0
CA-2013-EN13780140-41424,TEC-PH-5608,EN-137801406,30-05-2013,128,3,3,0.0
CA-2014-EN13780140-41795,FUR-BO-5965,EN-137801406,05-06-2014,136,5,1,0.2
CA-2014-EN13780140-41903,OFF-BI-4354,EN-137801402,21-09-2014,83,41,5,0.0
US-2013-MV1819018-41345,TEC-CO-3610,MV-1819018,12-03-2013,500,-530,5,0.602
IN-2012-PS187607-41038,OFF-AP-3585,PS-187607,09-05-2012,134,22,3,0.4
IN-2014-TG2131066-41803,FUR-CH-4561,TG-2131066,13-06-2014,365,21,2,0.0
ES-2015-AW1084048-42353,OFF-AR-3555,AW-1084048,15-12-2015,155,4,3,0.0
ES-2013-CD1192064-41518,OFF-AP-3568,CD-1192064,01-09-2013,187,75,3,0.0
ID-2015-CG12520130-42273,OFF-BI-4803,CG-12520130,26-09-2015,99,16,4,0.17
ES-2015-GH14410139-42110,TEC-MA-6142,GH-14410139,16-04-2015,301,9,1,0.0
ES-2013-JM1526545-41524,OFF-BI-3723,JM-1526545,07-09-2013,184,38,13,0.0
IT-2015-JB1540091-42245,OFF-ST-6066,JB-1540091,29-08-2015,73,-25,3,0.5
EG-2013-JW595538-41443,TEC-PH-5341,JW-595538,18-06-2013,146,61,2,0.0
IT-2013-JR16210139-41468,OFF-BI-6385,JR-16210139,13-07-2013,98,-77,4,0.5
IN-2015-NC1853566-42185,FUR-CH-5446,NC-1853566,30-06-2015,143,2,1,0.0
ES-2013-TH2155045-41500,OFF-EN-4447,TH-2155045,14-08-2013,78,39,3,0.0
MX-2015-CB1253551-42280,OFF-EN-4438,CB-1253551,03-10-2015,80,38,9,0.0
MX-2014-RH1951082-41797,TEC-AC-5867,RH-1951082,07-06-2014,272,68,5,0.0
ES-2012-AH1019564-41130,OFF-AP-4953,AH-1019564,09-08-2012,140,23,2,0.0
IT-2015-AA1064545-42136,TEC-AC-4164,AA-1064545,12-05-2015,168,-10,3,0.5
SY-2015-EK3795126-42157,FUR-FU-3931,EK-3795126,02-06-2015,48,4,1,0.0
CA-2014-EN13780140-41795,FUR-FU-5091,EN-137801406,05-06-2014,61,20,4,0.0
IN-2012-MV1819027-41131,TEC-MA-5496,MV-1819027,10-08-2012,156,39,3,0.0
IN-2015-NK1849058-42154,TEC-PH-3139,NK-1849058,30-05-2015,204,96,3,0.0
BO-2015-PB910513-42158,OFF-AP-4724,PB-910513,03-06-2015,139,54,2,0.0
IN-2014-RA1988558-41867,OFF-BI-3246,RA-1988558,16-08-2014,52,8,5,0.0
CA-2015-EN13780140-42082,OFF-AR-5585,EN-137801402,19-03-2015,23,6,3,0.2
MX-2013-CR1273018-41481,FUR-CH-5409,CR-1273018,26-07-2013,225,54,4,0.0
RS-2014-CS2490108-41872,FUR-FU-5736,CS-2490108,21-08-2014,207,74,4,0.0
IN-2015-FO1430527-42076,OFF-AR-5920,FO-1430527,13-03-2015,52,11,2,0.0
ES-2013-GH1442548-41487,OFF-EN-4915,GH-1442548,01-08-2013,118,45,3,0.0
CA-2014-EN13780140-41795,OFF-FA-6129,EN-137801406,05-06-2014,14,7,3,0.0
ES-2013-NC18535139-41524,OFF-AR-3468,NC-18535139,07-09-2013,97,17,2,0.0
NI-2014-TC1153595-41823,FUR-CH-4523,TC-1153595,03-07-2014,41,-68,2,0.7
TU-2015-VD11670134-42369,FUR-FU-6256,VD-11670134,31-12-2015,173,-117,4,0.6
MX-2014-CM1223528-41782,FUR-FU-5741,CM-1223528,23-05-2014,59,14,4,0.0
MX-2012-SC2077082-41265,FUR-FU-3048,SC-2077082,22-12-2012,127,16,6,0.4
ES-2015-AI1085548-42025,OFF-SU-3001,AI-1085548,21-01-2015,138,30,3,0.0
IN-2013-DP131057-41514,FUR-CH-4654,DP-131057,28-08-2013,1227,354,3,0.1
ES-2013-JH1618064-41574,OFF-EN-5038,JH-1618064,27-10-2013,173,13,6,0.0
ES-2015-KM16225139-42207,OFF-SU-4978,KM-16225139,22-07-2015,189,52,7,0.0
CA-2012-EK13795140-40985,FUR-BO-3638,EK-137951404,17-03-2012,1198,70,10,0.15
MX-2014-CS11860143-41913,OFF-EN-5038,CS-11860143,01-10-2014,46,-27,4,0.4
MX-2013-TS2143051-41607,OFF-BI-4806,TS-2143051,29-11-2013,82,27,4,0.0
MX-2013-BS1138082-41550,FUR-FU-5718,BS-1138082,03-10-2013,140,21,7,0.4
MX-2014-TD2099582-41914,TEC-PH-3815,TD-2099582,02-10-2014,94,21,1,0.0
ES-2015-AH101208-42230,OFF-ST-4057,AH-101208,14-08-2015,256,110,2,0.0
CA-2013-EK13795140-41607,OFF-AR-3529,EK-137951404,29-11-2013,56,15,2,0.0
IT-2014-BE1145548-41879,OFF-AR-3533,BE-1145548,28-08-2014,100,26,5,0.0
ES-2015-CC12475120-42041,OFF-AR-3545,CC-12475120,06-02-2015,146,18,5,0.0
IT-2015-HF14995120-42115,TEC-MA-6135,HF-14995120,21-04-2015,143,-6,4,0.1
ID-2015-KB163157-42249,OFF-FA-6195,KB-163157,02-09-2015,116,24,9,0.1
ID-2012-RW195407-41055,TEC-AC-5874,RW-195407,26-05-2012,205,-22,2,0.1
IN-2013-SW207557-41502,FUR-CH-4525,SW-207557,16-08-2013,267,-26,4,0.1
MZ-2012-SV1078587-40915,OFF-AR-6126,SV-1078587,07-01-2012,44,8,1,0.0
MX-2015-ME1772582-42061,OFF-SU-3004,ME-1772582,26-02-2015,146,58,5,0.0
MX-2013-SC2023031-41506,OFF-PA-3993,SC-2023031,20-08-2013,123,41,7,0.0
MX-2014-BN1151582-41748,TEC-PH-5360,BN-1151582,19-04-2014,246,39,3,0.0
ES-2013-CW1190545-41488,FUR-FU-6260,CW-1190545,02-08-2013,193,9,11,0.0
IR-2014-LW682560-41883,OFF-AP-3585,LW-682560,01-09-2014,74,34,1,0.0
IN-2015-MP174707-42327,FUR-CH-5435,MP-174707,19-11-2015,199,11,4,0.1
ES-2012-RS1942048-41097,TEC-MA-5011,RS-1942048,07-07-2012,250,104,3,0.0
ES-2015-SH2039545-42068,OFF-ST-6273,SH-2039545,05-03-2015,148,14,3,0.1
ES-2014-SS2041048-41802,OFF-EN-3096,SS-2041048,12-06-2014,131,59,3,0.0
TU-2013-SV10815134-41583,OFF-AR-3454,SV-10815134,05-11-2013,106,-111,12,0.6
MX-2015-TC2153593-42366,FUR-CH-4630,TC-2153593,28-12-2015,116,26,3,0.0
MX-2014-Dp1324026-41744,TEC-AC-4156,Dp-1324026,15-04-2014,216,21,4,0.0
MX-2014-JR1570039-41955,FUR-FU-4074,JR-1570039,12-11-2014,100,29,6,0.0
ID-2013-JK1564059-41537,OFF-AR-5920,JK-1564059,20-09-2013,135,-9,7,0.27
MA-2014-LR703577-41839,TEC-PH-3143,LR-703577,19-07-2014,279,69,2,0.0
BU-2013-MH745519-41520,FUR-BO-5778,MH-745519,03-09-2013,1195,143,6,0.0
ES-2015-AT1073545-42367,OFF-AR-5919,AT-1073545,29-12-2015,98,39,4,0.0
IN-2014-CS1249027-41768,OFF-ST-6281,CS-1249027,09-05-2014,108,47,2,0.0
IN-2015-JJ157607-42320,OFF-ST-4285,JJ-157607,12-11-2015,153,63,3,0.1
IT-2012-LB1679548-41209,FUR-FU-3025,LB-1679548,27-10-2012,217,-9,5,0.1
CA-2013-EK13795140-41627,TEC-AC-5177,EK-137951402,19-12-2013,25,4,2,0.2
IN-2013-RD1990066-41608,OFF-AR-6128,RD-1990066,30-11-2013,95,16,2,0.0
ES-2013-SN2071045-41544,OFF-AR-3527,SN-2071045,27-09-2013,164,29,3,0.0
MX-2015-HG1484531-42260,FUR-CH-5803,HG-1484531,13-09-2015,175,82,3,0.0
MX-2015-AZ1075028-42143,OFF-SU-4975,AZ-1075028,19-05-2015,83,25,4,0.0
CA-2015-EK13795140-42325,OFF-AR-5306,EK-137951404,17-11-2015,23,6,4,0.0
ES-2014-BS1159045-41733,OFF-PA-6623,BS-1159045,04-04-2014,39,12,3,0.0
CA-2013-EM13810140-41471,FUR-CH-4613,EM-138101404,16-07-2013,1348,-219,6,0.2
CA-2013-EM13810140-41471,FUR-CH-4618,EM-138101404,16-07-2013,700,78,3,0.2
CA-2013-EM13810140-41510,FUR-TA-3767,EM-138101406,24-08-2013,284,-75,2,0.4
CA-2014-EM13810140-41703,TEC-AC-5110,EM-138101406,05-03-2014,159,57,2,0.0
CA-2013-EM13810140-41510,TEC-AC-5210,EM-138101406,24-08-2013,26,11,2,0.0
MX-2014-DR1294036-41826,OFF-AR-3491,DR-1294036,06-07-2014,58,12,4,0.2
MX-2013-KB1640582-41345,FUR-FU-5724,KB-1640582,12-03-2013,35,4,2,0.4
ES-2013-DL1333045-41361,OFF-ST-4097,DL-1333045,28-03-2013,85,-1,2,0.1
CA-2015-EM13810140-42237,OFF-ST-5277,EM-138101406,21-08-2015,40,10,3,0.0
IR-2014-MS798060-41997,TEC-PH-5338,MS-798060,24-12-2014,166,24,1,0.0
TU-2013-SF10200134-41417,OFF-SU-6182,SF-10200134,23-05-2013,63,-85,4,0.6
ES-2014-TC2129545-42004,OFF-ST-4283,TC-2129545,31-12-2014,157,59,3,0.1
MX-2013-EH1418582-41452,TEC-PH-3132,EH-1418582,27-06-2013,152,25,3,0.0
IT-2012-CM1219045-41269,TEC-PH-3798,CM-1219045,26-12-2012,273,83,4,0.15
CA-2013-EM13810140-41432,OFF-FA-6129,EM-138101404,07-06-2013,7,2,5,0.2
IT-2012-DJ1363045-41233,FUR-CH-5802,DJ-1363045,20-11-2012,231,95,3,0.1
IN-2015-DJ1363058-42153,FUR-CH-4544,DJ-1363058,29-05-2015,149,14,1,0.0
ES-2014-LC1714045-41958,OFF-BI-3189,LC-1714045,15-11-2014,169,0,6,0.0
TU-2015-TB11250134-42214,FUR-BO-5969,TB-11250134,29-07-2015,155,-228,1,0.6
US-2015-CH1207036-42084,TEC-MA-5576,CH-1207036,21-03-2015,188,-377,8,0.7
IN-2012-BE1133578-41088,OFF-PA-6608,BE-1133578,28-06-2012,78,27,3,0.0
IT-2013-BB11545104-41603,OFF-BI-3726,BB-11545104,25-11-2013,149,-65,6,0.5
IN-2013-CC1237011-41462,OFF-AR-3488,CC-1237011,07-07-2013,144,18,6,0.0
ID-2012-CM12715118-41007,OFF-ST-5693,CM-12715118,08-04-2012,71,-59,1,0.5
CA-2013-EM13825140-41425,OFF-PA-6438,EM-138251406,31-05-2013,274,134,5,0.0
EG-2014-JF556538-41949,OFF-ST-6261,JF-556538,06-11-2014,204,53,1,0.0
ID-2013-KN163907-41501,FUR-BO-5961,KN-163907,15-08-2013,117,-58,1,0.4
IT-2015-TC2129548-42307,OFF-ST-6250,TC-2129548,30-10-2015,42,-4,2,0.1
MX-2014-NP1868582-41814,OFF-AR-6124,NP-1868582,24-06-2014,70,1,8,0.0
MX-2015-RC1982536-42251,OFF-SU-2995,RC-1982536,04-09-2015,149,31,6,0.2
MX-2013-MM1792018-41582,FUR-BO-5954,MM-1792018,04-11-2013,198,43,2,0.0
ID-2012-DR12940118-40948,OFF-ST-4057,DR-12940118,09-02-2012,256,-205,4,0.5
ID-2014-DR1294092-41792,OFF-AR-5902,DR-1294092,02-06-2014,121,-28,4,0.4
RS-2014-KL6555108-41815,TEC-PH-5342,KL-6555108,25-06-2014,146,17,2,0.0
ID-2014-LB1673559-41797,OFF-ST-4057,LB-1673559,07-06-2014,213,-18,2,0.17
ES-2013-TM2149048-41534,TEC-PH-3132,TM-2149048,17-09-2013,228,47,3,0.0
CA-2015-EM13825140-42314,TEC-PH-5363,EM-138251402,06-11-2015,492,55,4,0.2
MX-2012-SC2077082-41265,OFF-BI-4816,SC-2077082,22-12-2012,105,1,3,0.0
ES-2015-AG1076564-42166,FUR-FU-5719,AG-1076564,11-06-2015,200,32,4,0.0
IN-2012-AO108107-41251,TEC-AC-5863,AO-108107,08-12-2012,178,19,5,0.1
TU-2012-CC2145134-41215,TEC-MA-6152,CC-2145134,02-11-2012,172,-107,4,0.6
ES-2012-DB1340564-41240,OFF-PA-3988,DB-1340564,27-11-2012,135,40,3,0.0
CA-2015-EM13825140-42206,TEC-AC-5106,EM-138251402,21-07-2015,389,132,3,0.0
ES-2015-HH15010139-42315,FUR-CH-4632,HH-15010139,07-11-2015,277,38,5,0.0
IN-2012-MT1807058-41095,OFF-ST-4062,MT-1807058,05-07-2012,34,3,2,0.0
IN-2015-TW2102527-42328,OFF-BI-6379,TW-2102527,20-11-2015,101,29,7,0.0
UP-2015-CC2220137-42235,OFF-AR-3552,CC-2220137,19-08-2015,194,83,4,0.0
IN-2014-CA1277592-41740,FUR-BO-3647,CA-1277592,11-04-2014,252,12,2,0.0
SA-2015-JJ5760110-42101,FUR-BO-3648,JJ-5760110,07-04-2015,122,30,1,0.0
ID-2015-KC1625558-42308,FUR-CH-5433,KC-1625558,31-10-2015,86,-33,3,0.5
IN-2013-MM1726058-41297,FUR-BO-3629,MM-1726058,23-01-2013,253,5,2,0.0
ID-2014-TB21280130-41884,TEC-PH-3817,TB-21280130,02-09-2014,115,-4,1,0.17
UP-2012-TS11340137-41173,OFF-EN-3108,TS-11340137,21-09-2012,104,36,6,0.0
MX-2013-PB1880539-41411,OFF-PA-3990,PB-1880539,17-05-2013,143,4,7,0.0
MX-2013-AF1087018-41418,OFF-SU-4316,AF-1087018,24-05-2013,46,6,3,0.0
IN-2013-CC1255027-41558,OFF-EN-3670,CC-1255027,11-10-2013,58,18,2,0.0
ES-2014-KC16540120-41899,OFF-AR-6108,KC-16540120,17-09-2014,157,69,3,0.0
CA-2015-EM13825140-42206,OFF-AP-2855,EM-138251402,21-07-2015,416,112,2,0.0
IT-2013-RB19330139-41527,TEC-AC-3379,RB-19330139,10-09-2013,159,4,4,0.0
UP-2013-TS11655137-41578,OFF-ST-4096,TS-11655137,31-10-2013,96,0,2,0.0
EG-2012-VM1183538-41201,OFF-AR-6116,VM-1183538,19-10-2012,234,79,10,0.0
MX-2015-CP1208593-42193,OFF-AR-5930,CP-1208593,08-07-2015,242,12,8,0.0
IT-2013-AG1039091-41339,OFF-AR-6128,AG-1039091,06-03-2013,47,-29,2,0.5
CA-2015-EM13825140-42206,FUR-CH-5381,EM-138251402,21-07-2015,182,27,3,0.0
ES-2015-MV1748564-42220,OFF-SU-4306,MV-1748564,04-08-2015,139,44,4,0.0
ES-2012-NF18475139-41243,OFF-EN-5041,NF-18475139,30-11-2012,173,10,9,0.0
NG-2013-NB858094-41469,OFF-ST-6282,NB-858094,14-07-2013,54,5,1,0.0
IR-2012-RA928560-40995,FUR-FU-6236,RA-928560,27-03-2012,100,25,2,0.0
IN-2013-GM1444027-41592,TEC-PH-5350,GM-1444027,14-11-2013,139,-86,2,0.5
CA-2013-EM13825140-41425,OFF-ST-4271,EM-138251406,31-05-2013,62,16,1,0.0
IT-2015-KD1634545-42238,OFF-BI-2902,KD-1634545,22-08-2015,154,38,3,0.0
IN-2015-MH1778559-42369,TEC-PH-3793,MH-1778559,31-12-2015,293,88,4,0.17
CA-2013-EM13825140-41299,OFF-PA-6550,EM-138251404,25-01-2013,182,84,8,0.0
ID-2014-AB1060059-41803,OFF-PA-4474,AB-1060059,13-06-2014,44,-30,3,0.47
US-2015-EM13825140-42127,TEC-AC-5149,EM-138251404,03-05-2015,159,59,4,0.0
ID-2014-EM140957-41914,FUR-CH-5440,EM-140957,02-10-2014,204,-10,5,0.4
ES-2014-MW1822048-41998,OFF-BI-3256,MW-1822048,25-12-2014,100,6,2,0.0
CA-2015-EM13825140-42206,OFF-BI-3742,EM-138251402,21-07-2015,60,30,7,0.0
CA-2014-EM13825140-41888,FUR-FU-4226,EM-138251402,06-09-2014,21,-11,3,0.6
MX-2014-LB1673582-41829,OFF-ST-4080,LB-1673582,09-07-2014,263,5,2,0.0
CA-2015-EM13825140-42206,OFF-BI-3307,EM-138251402,21-07-2015,43,20,5,0.0
IN-2015-CK125957-42241,OFF-BI-3257,CK-125957,25-08-2015,219,9,5,0.1
ES-2015-DR1294045-42271,OFF-SU-4989,DR-1294045,24-09-2015,145,0,3,0.0
ES-2015-DR12940120-42279,OFF-PA-4479,DR-12940120,02-10-2015,135,55,4,0.0
SA-2015-JO5550110-42258,OFF-ST-5707,JO-5550110,11-09-2015,248,19,4,0.0
ID-2012-JM15580102-41024,TEC-AC-3395,JM-15580102,25-04-2012,90,-18,4,0.45
ES-2012-PW19030120-41103,FUR-FU-5724,PW-19030120,13-07-2012,350,24,8,0.0
RO-2013-SF10065107-41591,FUR-FU-5729,SF-10065107,13-11-2013,106,26,1,0.0
ES-2015-SV20815139-42328,OFF-AR-5918,SV-20815139,20-11-2015,47,0,2,0.0
RS-2015-TC11145108-42178,OFF-AR-3528,TC-11145108,23-06-2015,113,17,2,0.0
MX-2014-GT1471031-41787,OFF-SU-4326,GT-1471031,28-05-2014,84,6,3,0.0
ES-2012-EC1405014-41271,OFF-SU-3004,EC-1405014,28-12-2012,87,19,2,0.0
ES-2013-JK153708-41585,OFF-BI-3247,JK-153708,07-11-2013,125,16,10,0.0
IN-2015-JG1580559-42173,OFF-AR-3526,JG-1580559,18-06-2015,118,-12,3,0.27
IN-2014-KH1651058-41857,OFF-SU-6181,KH-1651058,06-08-2014,171,32,4,0.0
ES-2014-MV1819048-41886,FUR-CH-5802,MV-1819048,04-09-2014,137,46,2,0.2
IN-2015-NH1861058-42084,OFF-BI-6383,NH-1861058,21-03-2015,100,45,2,0.0
MX-2012-SS2014031-41208,TEC-AC-3387,SS-2014031,26-10-2012,224,105,4,0.0
CA-2015-EM13825140-42206,OFF-LA-3205,EM-138251402,21-07-2015,14,6,2,0.0
IN-2015-SC2023027-42040,TEC-CO-4765,SC-2023027,05-02-2015,1715,840,7,0.0
CA-2013-EM13825140-41425,FUR-FU-4069,EM-138251406,31-05-2013,8,2,2,0.0
US-2013-SC2084518-41636,OFF-EN-3101,SC-2084518,28-12-2013,102,-61,10,0.6
MX-2015-WB2185082-42265,FUR-CH-5414,WB-2185082,18-09-2015,266,56,3,0.2
ES-2014-LC1705045-41669,OFF-EN-3672,LC-1705045,30-01-2014,122,59,4,0.0
CA-2012-EM13825140-41244,OFF-PA-5716,EM-138251408,01-12-2012,15,7,3,0.0
ES-2013-MG17695120-41566,OFF-FA-3074,MG-17695120,19-10-2013,95,0,7,0.0
IT-2012-NF1838564-41178,OFF-EN-3105,NF-1838564,26-09-2012,81,32,3,0.0
MX-2015-RR1952531-42320,OFF-EN-4914,RR-1952531,12-11-2015,119,38,5,0.0
ES-2013-SB2018545-41620,OFF-LA-6042,SB-2018545,12-12-2013,45,8,4,0.0
IZ-2014-AG49561-41815,OFF-AR-3494,AG-49561,25-06-2014,107,49,4,0.0
MX-2012-BO1135039-41255,TEC-PH-3816,BO-1135039,12-12-2012,93,0,1,0.0
CA-2014-EM13825140-41879,OFF-LA-3203,EM-138251408,28-08-2014,9,3,4,0.2
IN-2014-EB1417027-41967,OFF-AR-3466,EB-1417027,24-11-2014,139,40,9,0.0
IN-2012-GG1465027-41123,OFF-PA-4462,GG-1465027,02-08-2012,298,26,6,0.0
ES-2013-KB16405139-41298,OFF-PA-4168,KB-16405139,24-01-2013,215,10,9,0.0
MX-2015-EB1375018-42279,OFF-ST-6067,EB-1375018,02-10-2015,97,35,3,0.0
MX-2012-LW1721551-41174,OFF-EN-4454,LW-1721551,22-09-2012,49,9,3,0.0
CA-2012-EM13825140-41244,TEC-AC-4948,EM-138251408,01-12-2012,5,0,1,0.0
ID-2013-JE157157-41402,OFF-ST-6060,JE-157157,08-05-2013,86,-56,3,0.4
IN-2013-KE164207-41623,OFF-FA-6184,KE-164207,15-12-2013,78,-41,7,0.4
RO-2015-LA6780107-42063,TEC-PH-3797,LA-6780107,28-02-2015,163,31,2,0.0
SA-2014-NF8385110-41739,OFF-AP-4509,NF-8385110,10-04-2014,113,34,2,0.0
JO-2015-PT909067-42367,FUR-BO-5779,PT-909067,29-12-2015,198,29,1,0.0
ID-2015-SG206057-42151,TEC-AC-5133,SG-206057,27-05-2015,83,13,3,0.4
HU-2013-CC210057-41616,OFF-ST-6057,CC-210057,08-12-2013,97,29,2,0.0
ID-2012-GD14590130-40941,OFF-AR-6105,GD-14590130,02-02-2012,104,-47,4,0.47
ES-2012-JL1513045-41146,OFF-ST-6067,JL-1513045,25-08-2012,130,31,3,0.1
IN-2013-JS1568558-41371,TEC-CO-3682,JS-1568558,07-04-2013,192,92,1,0.0
IN-2014-ML177557-41739,OFF-ST-4269,ML-177557,10-04-2014,743,181,4,0.1
CA-2013-EM382523-41432,OFF-AR-3497,EM-382523,07-06-2013,13,0,1,0.0
ES-2014-PM1913545-41909,OFF-AR-5932,PM-1913545,27-09-2014,140,65,3,0.0
IN-2012-RE194057-41264,FUR-BO-4858,RE-194057,21-12-2012,309,-20,2,0.1
ES-2013-RD19585139-41348,OFF-BI-2901,RD-19585139,15-03-2013,102,29,2,0.0
IN-2015-TN2104092-42299,OFF-EN-4445,TN-2104092,22-10-2015,154,66,4,0.0
IN-2013-WB2185058-41562,FUR-CH-4559,WB-2185058,15-10-2013,195,76,2,0.0
IT-2015-AG1049564-42241,TEC-PH-5844,AG-1049564,25-08-2015,149,-39,2,0.4
IN-2012-AG1049558-41054,TEC-AC-5195,AG-1049558,25-05-2012,185,44,6,0.0
IN-2015-ED1388558-42168,FUR-FU-4035,ED-1388558,13-06-2015,169,79,3,0.0
IN-2015-GT1475527-42283,FUR-BO-4857,GT-1475527,06-10-2015,172,57,1,0.0
CA-2013-EB13840140-41359,FUR-TA-3619,EB-138401404,26-03-2013,3393,610,8,0.0
IN-2015-MM1726027-42291,OFF-BI-3726,MM-1726027,14-10-2015,99,33,2,0.0
RS-2012-RH9510108-41226,OFF-BI-3257,RH-9510108,13-11-2012,48,5,1,0.0
CA-2012-EB384023-41110,OFF-AP-4505,EB-384023,20-07-2012,1083,400,2,0.0
MG-2014-VB1174584-41987,TEC-PH-5338,VB-1174584,14-12-2014,333,49,2,0.0
MX-2014-BP1129016-41975,FUR-FU-4037,BP-1129016,02-12-2014,220,105,6,0.0
MX-2014-PH1879093-41738,OFF-ST-4263,PH-1879093,09-04-2014,123,28,7,0.0
US-2012-GH1466598-41073,OFF-BI-3727,GH-1466598,13-06-2012,60,1,3,0.4
ES-2015-IM1505545-42098,OFF-PA-4464,IM-1505545,04-04-2015,96,10,2,0.0
SF-2012-JH5820117-40949,OFF-BI-3714,JH-5820117,10-02-2012,115,51,4,0.0
ES-2015-MS17770139-42275,OFF-AR-3489,MS-17770139,28-09-2015,73,29,3,0.0
CA-2012-EB384023-41110,TEC-CO-3696,EB-384023,20-07-2012,290,93,2,0.0
US-2013-EH1394582-41405,FUR-BO-3635,EH-1394582,11-05-2013,185,13,2,0.2
MX-2015-JB1600031-42368,OFF-SU-4120,JB-1600031,30-12-2015,173,29,9,0.0
MX-2014-SW2075516-41886,FUR-CH-5455,SW-2075516,04-09-2014,114,6,1,0.0
ES-2015-CS1225045-42325,OFF-AR-3545,CS-1225045,17-11-2015,289,144,9,0.0
EG-2014-CK232538-41669,OFF-BI-3723,CK-232538,30-01-2014,113,23,8,0.0
CA-2015-EB13840140-42279,FUR-CH-4653,EB-138401404,02-10-2015,451,0,3,0.2
IN-2014-KD1627027-41935,FUR-CH-4697,KD-1627027,23-10-2014,251,123,3,0.0
NI-2015-SN1071095-42117,OFF-AR-3499,SN-1071095,23-04-2015,55,-81,4,0.7
MX-2015-SA2083082-42190,FUR-BO-4861,SA-2083082,05-07-2015,585,0,3,0.2
NI-2012-AS63095-41096,OFF-ST-6032,AS-63095,06-07-2012,38,-53,1,0.7
CA-2014-EB13840140-41978,OFF-ST-3399,EB-138401406,05-12-2014,212,0,6,0.0
IT-2014-BT1148564-41884,TEC-MA-4189,BT-1148564,02-09-2014,83,-18,3,0.4
ES-2015-DK1283545-42078,OFF-ST-4260,DK-1283545,15-03-2015,245,29,2,0.1
ES-2014-JD16150139-41868,FUR-CH-5366,JD-16150139,17-08-2014,96,24,2,0.0
ID-2013-KT1648059-41620,OFF-FA-6194,KT-1648059,12-12-2013,36,-15,6,0.47
ID-2013-KL1664592-41324,FUR-CH-5750,KL-1664592,19-02-2013,186,-74,6,0.4
US-2012-EB13840140-41255,FUR-FU-4757,EB-138401402,12-12-2012,94,-42,3,0.6
IN-2013-MJ177407-41549,TEC-AC-4172,MJ-177407,02-10-2013,102,27,3,0.1
ID-2014-RS197657-41644,OFF-ST-5695,RS-197657,05-01-2014,84,-6,3,0.1
MX-2013-KW1657028-41562,FUR-FU-6238,KW-1657028,15-10-2013,252,90,8,0.0
MX-2014-JL1517518-41903,OFF-AR-3489,JL-1517518,21-09-2014,48,23,3,0.0
US-2015-TS2137055-42173,TEC-PH-5248,TS-2137055,18-06-2015,138,-92,2,0.4
MX-2013-DK1289582-41613,FUR-CH-5447,DK-1289582,05-12-2013,295,25,4,0.2
IN-2012-AH1019558-41263,FUR-FU-3030,AH-1019558,20-12-2012,43,3,1,0.0
CG-2015-AF88533-42166,TEC-MA-5021,AF-88533,11-06-2015,122,24,1,0.0
CA-2015-EB13840140-42279,OFF-PA-5593,EB-138401404,02-10-2015,91,45,8,0.0
CA-2012-EB384023-41110,OFF-SU-6176,EB-384023,20-07-2012,49,10,1,0.0
ES-2014-JL1523514-41992,OFF-AR-3458,JL-1523514,19-12-2014,83,6,3,0.0
IN-2012-NP1870058-41220,OFF-EN-4438,NP-1870058,07-11-2012,53,17,4,0.0
CG-2015-PS876033-42022,TEC-MA-5511,PS-876033,18-01-2015,265,2,1,0.0
IN-2012-SV2081566-41139,OFF-BI-6370,SV-2081566,18-08-2012,147,63,5,0.0
NI-2015-DR288095-42081,FUR-BO-5797,DR-288095,18-03-2015,178,-345,4,0.7
ES-2013-IG1508514-41444,OFF-BI-6372,IG-1508514,19-06-2013,198,59,7,0.0
CA-2012-EB384023-41110,OFF-AR-3452,EB-384023,20-07-2012,19,4,1,0.0
SF-2014-NB8580117-41941,OFF-ST-4096,NB-8580117,29-10-2014,96,0,2,0.0
CA-2015-EB13840140-42279,OFF-BI-4377,EB-138401404,02-10-2015,81,27,7,0.2
SF-2013-CP2085117-41506,OFF-ST-4250,CP-2085117,20-08-2013,39,6,2,0.0
IN-2013-GW1460527-41355,OFF-AR-3464,GW-1460527,22-03-2013,42,11,3,0.0
ES-2015-JK1562545-42051,TEC-AC-5881,JK-1562545,16-02-2015,216,43,6,0.0
IN-2013-MY1829527-41300,OFF-ST-6275,MY-1829527,26-01-2013,161,27,3,0.0
UP-2015-NP8685137-42090,OFF-SU-6179,NP-8685137,27-03-2015,94,8,2,0.0
MX-2015-BF1127531-42348,TEC-AC-5131,BF-1127531,10-12-2015,88,44,3,0.0
