Order Date,order year,order month
13-04-2012,2012,4
16-05-2014,2014,5
16-08-2015,2015,8
08-06-2014,2014,6
10-06-2015,2015,6
08-04-2014,2014,4
20-09-2015,2015,9
24-04-2014,2014,4
22-12-2012,2012,12
07-04-2014,2014,4
29-08-2014,2014,8
12-05-2012,2012,5
28-06-2015,2015,6
28-07-2015,2015,7
01-08-2012,2012,8
22-09-2012,2012,9
19-06-2013,2013,6
06-12-2015,2015,12
18-10-2012,2012,10
11-03-2012,2012,3
31-10-2015,2015,10
09-12-2014,2014,12
09-11-2013,2013,11
28-07-2013,2013,7
27-03-2013,2013,3
18-10-2015,2015,10
23-10-2014,2014,10
03-12-2015,2015,12
03-11-2013,2013,11
18-06-2014,2014,6
25-10-2012,2012,10
03-09-2014,2014,9
11-09-2014,2014,9
19-07-2014,2014,7
10-10-2014,2014,10
02-10-2012,2012,10
01-10-2012,2012,10
28-07-2015,2015,7
08-05-2015,2015,5
31-10-2013,2013,10
25-02-2015,2015,2
19-10-2015,2015,10
23-03-2014,2014,3
12-12-2013,2013,12
16-04-2013,2013,4
30-11-2013,2013,11
01-10-2012,2012,10
05-09-2015,2015,9
12-12-2014,2014,12
25-07-2013,2013,7
07-09-2012,2012,9
09-06-2015,2015,6
13-11-2015,2015,11
06-11-2015,2015,11
25-09-2015,2015,9
03-12-2014,2014,12
01-10-2012,2012,10
29-06-2014,2014,6
27-11-2015,2015,11
21-03-2015,2015,3
11-09-2014,2014,9
25-08-2012,2012,8
21-06-2015,2015,6
12-12-2014,2014,12
07-06-2014,2014,6
07-07-2013,2013,7
01-10-2012,2012,10
20-03-2012,2012,3
03-12-2015,2015,12
20-12-2014,2014,12
20-12-2014,2014,12
05-12-2013,2013,12
01-10-2012,2012,10
13-06-2015,2015,6
27-12-2013,2013,12
01-10-2012,2012,10
07-08-2013,2013,8
26-08-2015,2015,8
27-11-2012,2012,11
29-03-2014,2014,3
10-04-2013,2013,4
21-11-2013,2013,11
06-08-2013,2013,8
24-09-2013,2013,9
06-09-2013,2013,9
07-06-2014,2014,6
12-08-2012,2012,8
09-11-2014,2014,11
09-09-2015,2015,9
21-03-2015,2015,3
26-04-2012,2012,4
08-11-2014,2014,11
18-11-2014,2014,11
11-12-2013,2013,12
05-05-2015,2015,5
13-10-2015,2015,10
09-08-2015,2015,8
15-11-2013,2013,11
16-04-2013,2013,4
08-11-2014,2014,11
21-11-2013,2013,11
07-08-2013,2013,8
08-11-2014,2014,11
24-05-2012,2012,5
08-11-2014,2014,11
04-01-2014,2014,1
03-12-2013,2013,12
27-05-2014,2014,5
21-11-2013,2013,11
04-06-2013,2013,6
28-10-2015,2015,10
15-11-2014,2014,11
15-03-2014,2014,3
27-07-2014,2014,7
09-02-2012,2012,2
24-07-2015,2015,7
13-08-2015,2015,8
29-03-2014,2014,3
24-01-2012,2012,1
13-04-2013,2013,4
22-03-2013,2013,3
05-08-2012,2012,8
19-06-2014,2014,6
01-11-2014,2014,11
03-08-2012,2012,8
07-05-2015,2015,5
24-04-2014,2014,4
10-09-2013,2013,9
19-06-2012,2012,6
16-11-2013,2013,11
24-06-2015,2015,6
01-08-2015,2015,8
31-03-2015,2015,3
31-10-2012,2012,10
15-11-2014,2014,11
13-04-2013,2013,4
12-09-2014,2014,9
09-09-2015,2015,9
27-11-2013,2013,11
21-08-2015,2015,8
03-05-2013,2013,5
22-11-2014,2014,11
28-11-2013,2013,11
12-09-2014,2014,9
01-05-2013,2013,5
12-06-2012,2012,6
15-11-2014,2014,11
19-12-2013,2013,12
12-11-2013,2013,11
10-07-2012,2012,7
06-02-2013,2013,2
28-11-2013,2013,11
27-11-2013,2013,11
10-11-2013,2013,11
25-05-2014,2014,5
20-09-2014,2014,9
19-03-2015,2015,3
22-01-2012,2012,1
12-11-2015,2015,11
22-06-2015,2015,6
22-06-2014,2014,6
25-07-2013,2013,7
17-07-2014,2014,7
11-06-2013,2013,6
28-09-2013,2013,9
29-12-2012,2012,12
13-03-2012,2012,3
22-08-2015,2015,8
30-06-2015,2015,6
24-04-2015,2015,4
25-05-2014,2014,5
24-06-2014,2014,6
21-02-2014,2014,2
04-11-2014,2014,11
30-10-2014,2014,10
25-12-2015,2015,12
06-01-2015,2015,1
14-01-2012,2012,1
18-10-2012,2012,10
22-01-2015,2015,1
07-11-2014,2014,11
31-01-2015,2015,1
20-08-2012,2012,8
18-06-2014,2014,6
03-03-2012,2012,3
14-09-2014,2014,9
12-12-2015,2015,12
06-11-2015,2015,11
07-08-2015,2015,8
13-10-2015,2015,10
08-08-2013,2013,8
17-03-2015,2015,3
14-07-2015,2015,7
20-12-2013,2013,12
03-11-2013,2013,11
31-10-2012,2012,10
09-04-2014,2014,4
10-04-2013,2013,4
16-05-2015,2015,5
28-12-2013,2013,12
05-09-2013,2013,9
20-03-2013,2013,3
31-07-2015,2015,7
07-12-2013,2013,12
30-04-2013,2013,4
04-01-2013,2013,1
25-06-2015,2015,6
22-06-2015,2015,6
09-04-2013,2013,4
23-02-2014,2014,2
20-10-2015,2015,10
25-03-2014,2014,3
21-05-2014,2014,5
01-08-2015,2015,8
13-09-2013,2013,9
02-04-2014,2014,4
21-09-2013,2013,9
09-02-2014,2014,2
18-08-2015,2015,8
31-01-2015,2015,1
26-09-2012,2012,9
07-12-2012,2012,12
09-04-2014,2014,4
10-04-2013,2013,4
06-05-2015,2015,5
23-06-2013,2013,6
09-05-2013,2013,5
19-11-2013,2013,11
17-03-2015,2015,3
02-02-2014,2014,2
07-07-2012,2012,7
03-08-2015,2015,8
02-08-2014,2014,8
19-04-2013,2013,4
04-09-2015,2015,9
03-11-2012,2012,11
20-09-2014,2014,9
22-06-2015,2015,6
13-01-2015,2015,1
30-05-2014,2014,5
18-04-2014,2014,4
19-10-2015,2015,10
24-04-2015,2015,4
06-09-2012,2012,9
31-01-2015,2015,1
19-12-2012,2012,12
03-07-2014,2014,7
07-05-2013,2013,5
01-11-2014,2014,11
06-08-2013,2013,8
10-09-2014,2014,9
21-06-2015,2015,6
20-09-2014,2014,9
02-07-2014,2014,7
23-12-2015,2015,12
13-11-2015,2015,11
18-12-2014,2014,12
28-08-2015,2015,8
01-05-2014,2014,5
28-04-2013,2013,4
31-05-2014,2014,5
26-09-2012,2012,9
29-08-2012,2012,8
31-05-2014,2014,5
21-02-2013,2013,2
28-01-2015,2015,1
17-11-2015,2015,11
21-12-2014,2014,12
19-04-2015,2015,4
14-02-2015,2015,2
10-06-2015,2015,6
24-12-2013,2013,12
14-08-2015,2015,8
27-01-2014,2014,1
19-09-2014,2014,9
15-10-2014,2014,10
07-03-2013,2013,3
31-03-2015,2015,3
07-03-2013,2013,3
05-08-2014,2014,8
18-09-2014,2014,9
02-08-2015,2015,8
06-12-2015,2015,12
13-08-2014,2014,8
13-11-2015,2015,11
11-02-2012,2012,2
30-10-2014,2014,10
14-07-2015,2015,7
05-04-2014,2014,4
01-08-2013,2013,8
28-01-2015,2015,1
16-09-2014,2014,9
14-05-2014,2014,5
15-12-2013,2013,12
29-08-2012,2012,8
23-08-2013,2013,8
17-04-2015,2015,4
08-08-2014,2014,8
20-08-2014,2014,8
14-08-2013,2013,8
08-11-2013,2013,11
07-03-2013,2013,3
19-11-2014,2014,11
15-09-2015,2015,9
01-11-2014,2014,11
06-03-2013,2013,3
20-12-2015,2015,12
08-04-2015,2015,4
09-10-2014,2014,10
03-05-2012,2012,5
13-11-2015,2015,11
14-01-2015,2015,1
29-10-2014,2014,10
31-05-2014,2014,5
13-12-2015,2015,12
10-09-2014,2014,9
28-02-2013,2013,2
07-03-2013,2013,3
31-05-2014,2014,5
08-08-2014,2014,8
13-07-2013,2013,7
28-12-2014,2014,12
12-06-2015,2015,6
14-09-2012,2012,9
31-03-2015,2015,3
02-12-2015,2015,12
25-10-2014,2014,10
21-11-2012,2012,11
31-07-2013,2013,7
09-11-2014,2014,11
18-10-2014,2014,10
27-06-2013,2013,6
10-02-2015,2015,2
25-06-2014,2014,6
28-11-2015,2015,11
18-06-2015,2015,6
30-07-2015,2015,7
31-05-2014,2014,5
10-09-2015,2015,9
04-12-2015,2015,12
22-01-2014,2014,1
31-12-2015,2015,12
28-08-2015,2015,8
13-11-2015,2015,11
04-01-2014,2014,1
01-05-2014,2014,5
09-10-2015,2015,10
08-06-2013,2013,6
07-11-2015,2015,11
15-05-2013,2013,5
13-06-2012,2012,6
13-11-2015,2015,11
20-06-2015,2015,6
31-05-2014,2014,5
28-12-2012,2012,12
18-07-2012,2012,7
30-01-2014,2014,1
16-01-2013,2013,1
07-05-2015,2015,5
26-09-2013,2013,9
25-07-2014,2014,7
13-11-2015,2015,11
31-05-2014,2014,5
05-06-2015,2015,6
15-10-2013,2013,10
27-12-2015,2015,12
03-04-2015,2015,4
03-07-2012,2012,7
07-11-2013,2013,11
30-07-2014,2014,7
08-12-2012,2012,12
10-12-2015,2015,12
26-06-2012,2012,6
25-06-2013,2013,6
25-08-2013,2013,8
31-05-2014,2014,5
17-01-2013,2013,1
31-05-2013,2013,5
08-11-2014,2014,11
29-11-2013,2013,11
26-09-2015,2015,9
23-12-2015,2015,12
05-03-2013,2013,3
13-11-2014,2014,11
10-06-2015,2015,6
19-11-2013,2013,11
02-12-2014,2014,12
31-10-2015,2015,10
27-10-2015,2015,10
06-07-2013,2013,7
05-12-2015,2015,12
02-03-2012,2012,3
13-09-2014,2014,9
13-04-2015,2015,4
26-10-2012,2012,10
23-08-2014,2014,8
05-12-2014,2014,12
30-04-2014,2014,4
03-10-2015,2015,10
24-07-2015,2015,7
02-12-2014,2014,12
30-09-2014,2014,9
05-09-2015,2015,9
02-12-2014,2014,12
19-12-2015,2015,12
04-11-2015,2015,11
03-05-2013,2013,5
09-11-2013,2013,11
14-06-2012,2012,6
11-09-2015,2015,9
19-05-2015,2015,5
10-04-2015,2015,4
21-03-2013,2013,3
02-12-2014,2014,12
02-01-2015,2015,1
20-01-2012,2012,1
31-10-2012,2012,10
15-05-2015,2015,5
23-08-2015,2015,8
07-09-2013,2013,9
17-01-2013,2013,1
15-07-2012,2012,7
30-12-2013,2013,12
25-06-2014,2014,6
23-08-2013,2013,8
09-09-2015,2015,9
18-04-2013,2013,4
30-10-2015,2015,10
29-08-2012,2012,8
15-09-2015,2015,9
15-05-2014,2014,5
05-11-2013,2013,11
28-11-2013,2013,11
26-04-2012,2012,4
01-09-2012,2012,9
03-09-2015,2015,9
12-08-2015,2015,8
15-03-2014,2014,3
27-01-2014,2014,1
31-01-2015,2015,1
10-10-2015,2015,10
10-11-2015,2015,11
23-08-2012,2012,8
28-09-2012,2012,9
20-09-2015,2015,9
25-09-2014,2014,9
17-06-2015,2015,6
23-11-2014,2014,11
15-03-2014,2014,3
31-10-2015,2015,10
13-04-2012,2012,4
28-09-2012,2012,9
13-09-2012,2012,9
26-12-2015,2015,12
16-07-2015,2015,7
23-01-2013,2013,1
28-12-2012,2012,12
03-06-2015,2015,6
24-09-2012,2012,9
13-07-2014,2014,7
06-11-2014,2014,11
20-03-2014,2014,3
20-07-2014,2014,7
15-11-2014,2014,11
14-03-2013,2013,3
25-07-2015,2015,7
10-10-2015,2015,10
16-10-2012,2012,10
12-09-2015,2015,9
12-03-2013,2013,3
20-01-2015,2015,1
15-12-2012,2012,12
05-04-2014,2014,4
26-05-2013,2013,5
22-06-2012,2012,6
15-03-2014,2014,3
29-09-2012,2012,9
12-11-2015,2015,11
06-06-2015,2015,6
13-10-2015,2015,10
24-10-2013,2013,10
14-08-2013,2013,8
07-05-2015,2015,5
15-03-2014,2014,3
19-02-2014,2014,2
08-06-2013,2013,6
31-03-2012,2012,3
21-05-2012,2012,5
21-11-2012,2012,11
17-09-2015,2015,9
14-05-2015,2015,5
21-12-2012,2012,12
08-10-2014,2014,10
06-12-2014,2014,12
16-08-2014,2014,8
19-09-2015,2015,9
23-09-2012,2012,9
02-11-2013,2013,11
19-06-2014,2014,6
22-08-2015,2015,8
31-08-2012,2012,8
11-06-2013,2013,6
18-12-2015,2015,12
24-11-2012,2012,11
09-12-2012,2012,12
08-11-2013,2013,11
11-09-2012,2012,9
05-07-2013,2013,7
08-09-2012,2012,9
26-09-2012,2012,9
14-01-2012,2012,1
11-08-2015,2015,8
14-06-2015,2015,6
31-12-2014,2014,12
21-09-2013,2013,9
24-10-2012,2012,10
06-06-2012,2012,6
08-05-2014,2014,5
17-05-2012,2012,5
14-02-2012,2012,2
31-10-2014,2014,10
25-07-2015,2015,7
09-02-2013,2013,2
21-05-2012,2012,5
26-12-2014,2014,12
19-06-2013,2013,6
20-03-2012,2012,3
26-11-2013,2013,11
12-09-2015,2015,9
24-10-2012,2012,10
23-04-2013,2013,4
30-06-2015,2015,6
04-12-2014,2014,12
06-11-2014,2014,11
14-02-2014,2014,2
25-12-2013,2013,12
12-08-2015,2015,8
12-02-2014,2014,2
28-11-2014,2014,11
26-07-2015,2015,7
31-12-2015,2015,12
10-12-2013,2013,12
15-11-2012,2012,11
25-03-2014,2014,3
27-03-2015,2015,3
21-04-2015,2015,4
24-03-2013,2013,3
20-11-2015,2015,11
28-01-2015,2015,1
18-04-2015,2015,4
22-08-2015,2015,8
20-12-2013,2013,12
30-08-2014,2014,8
09-10-2015,2015,10
23-10-2014,2014,10
10-09-2013,2013,9
07-08-2015,2015,8
20-03-2012,2012,3
05-02-2015,2015,2
30-04-2015,2015,4
27-03-2015,2015,3
05-06-2015,2015,6
05-06-2015,2015,6
30-04-2015,2015,4
10-03-2012,2012,3
26-09-2014,2014,9
02-07-2013,2013,7
18-03-2015,2015,3
21-11-2013,2013,11
30-12-2014,2014,12
29-10-2013,2013,10
05-12-2014,2014,12
24-04-2012,2012,4
23-02-2015,2015,2
04-07-2014,2014,7
23-11-2014,2014,11
30-06-2015,2015,6
24-12-2015,2015,12
18-10-2012,2012,10
21-06-2014,2014,6
27-06-2015,2015,6
19-12-2015,2015,12
25-07-2014,2014,7
06-04-2013,2013,4
18-10-2013,2013,10
29-04-2015,2015,4
19-12-2015,2015,12
28-11-2014,2014,11
25-02-2015,2015,2
26-04-2012,2012,4
03-04-2014,2014,4
09-10-2015,2015,10
04-09-2014,2014,9
09-02-2013,2013,2
10-02-2012,2012,2
05-08-2015,2015,8
18-11-2014,2014,11
23-07-2014,2014,7
17-12-2013,2013,12
10-03-2012,2012,3
02-01-2014,2014,1
29-02-2012,2012,2
08-09-2013,2013,9
28-11-2014,2014,11
25-12-2013,2013,12
04-12-2013,2013,12
11-03-2015,2015,3
28-12-2013,2013,12
31-10-2012,2012,10
21-09-2014,2014,9
30-08-2014,2014,8
12-09-2014,2014,9
30-08-2013,2013,8
22-05-2015,2015,5
12-11-2015,2015,11
16-09-2012,2012,9
26-11-2015,2015,11
15-05-2013,2013,5
10-11-2015,2015,11
15-02-2014,2014,2
10-03-2012,2012,3
13-05-2014,2014,5
26-09-2012,2012,9
11-07-2013,2013,7
05-10-2013,2013,10
07-12-2015,2015,12
11-09-2014,2014,9
02-05-2015,2015,5
06-12-2014,2014,12
07-11-2012,2012,11
09-08-2013,2013,8
27-11-2012,2012,11
03-05-2014,2014,5
05-09-2014,2014,9
13-06-2015,2015,6
07-07-2015,2015,7
04-03-2015,2015,3
15-03-2012,2012,3
27-06-2015,2015,6
31-12-2014,2014,12
13-06-2014,2014,6
16-04-2013,2013,4
30-09-2014,2014,9
08-06-2013,2013,6
17-12-2014,2014,12
20-06-2015,2015,6
15-11-2012,2012,11
27-06-2013,2013,6
15-04-2014,2014,4
19-07-2014,2014,7
13-02-2015,2015,2
24-10-2013,2013,10
12-12-2014,2014,12
01-10-2013,2013,10
24-01-2013,2013,1
24-05-2014,2014,5
25-04-2015,2015,4
18-09-2015,2015,9
17-02-2012,2012,2
23-10-2013,2013,10
18-09-2015,2015,9
05-03-2013,2013,3
12-06-2012,2012,6
07-08-2015,2015,8
24-08-2012,2012,8
26-03-2015,2015,3
31-07-2014,2014,7
12-09-2014,2014,9
11-04-2014,2014,4
26-08-2014,2014,8
26-12-2014,2014,12
15-08-2015,2015,8
23-06-2015,2015,6
14-11-2015,2015,11
18-01-2014,2014,1
26-12-2014,2014,12
08-06-2013,2013,6
10-03-2012,2012,3
23-09-2015,2015,9
11-04-2014,2014,4
25-04-2015,2015,4
21-09-2014,2014,9
03-09-2015,2015,9
14-08-2013,2013,8
16-06-2015,2015,6
25-09-2015,2015,9
11-03-2015,2015,3
01-06-2012,2012,6
30-10-2013,2013,10
25-09-2015,2015,9
21-11-2014,2014,11
29-06-2013,2013,6
18-08-2015,2015,8
06-10-2012,2012,10
02-07-2013,2013,7
29-11-2013,2013,11
07-11-2013,2013,11
13-12-2013,2013,12
07-11-2015,2015,11
27-12-2013,2013,12
25-05-2014,2014,5
09-11-2013,2013,11
25-10-2014,2014,10
20-05-2015,2015,5
21-11-2014,2014,11
03-05-2013,2013,5
11-08-2012,2012,8
02-07-2013,2013,7
04-02-2014,2014,2
31-10-2014,2014,10
29-04-2014,2014,4
22-10-2013,2013,10
19-03-2013,2013,3
11-08-2014,2014,8
14-01-2015,2015,1
07-01-2014,2014,1
20-12-2015,2015,12
05-06-2013,2013,6
17-11-2013,2013,11
15-11-2013,2013,11
19-04-2013,2013,4
07-12-2012,2012,12
27-05-2015,2015,5
31-07-2012,2012,7
19-04-2014,2014,4
18-05-2012,2012,5
09-10-2014,2014,10
20-05-2012,2012,5
10-07-2013,2013,7
10-09-2013,2013,9
16-09-2015,2015,9
13-09-2014,2014,9
09-09-2015,2015,9
31-07-2013,2013,7
30-10-2013,2013,10
12-04-2012,2012,4
14-09-2012,2012,9
07-06-2015,2015,6
11-03-2014,2014,3
06-03-2015,2015,3
13-08-2015,2015,8
31-07-2012,2012,7
22-02-2015,2015,2
09-12-2015,2015,12
23-03-2014,2014,3
26-03-2014,2014,3
30-10-2013,2013,10
24-09-2014,2014,9
03-03-2013,2013,3
16-08-2015,2015,8
27-12-2015,2015,12
16-08-2015,2015,8
19-11-2013,2013,11
17-02-2015,2015,2
08-02-2013,2013,2
11-04-2015,2015,4
06-01-2015,2015,1
10-04-2015,2015,4
25-09-2012,2012,9
05-11-2013,2013,11
06-06-2013,2013,6
29-07-2014,2014,7
05-11-2014,2014,11
16-09-2015,2015,9
20-08-2015,2015,8
16-07-2012,2012,7
21-12-2014,2014,12
16-11-2013,2013,11
31-10-2015,2015,10
09-08-2015,2015,8
07-03-2015,2015,3
08-02-2013,2013,2
06-11-2014,2014,11
02-07-2013,2013,7
18-08-2015,2015,8
05-12-2014,2014,12
16-10-2014,2014,10
07-05-2015,2015,5
15-12-2015,2015,12
11-12-2013,2013,12
21-11-2014,2014,11
11-08-2012,2012,8
03-06-2015,2015,6
22-12-2015,2015,12
02-07-2013,2013,7
05-10-2015,2015,10
10-04-2012,2012,4
17-05-2014,2014,5
30-10-2013,2013,10
19-03-2013,2013,3
25-09-2015,2015,9
24-05-2012,2012,5
30-12-2013,2013,12
19-04-2015,2015,4
14-08-2012,2012,8
18-09-2012,2012,9
10-10-2014,2014,10
06-11-2014,2014,11
17-02-2013,2013,2
12-09-2015,2015,9
23-10-2013,2013,10
11-07-2015,2015,7
10-09-2015,2015,9
08-12-2015,2015,12
18-10-2014,2014,10
09-05-2015,2015,5
18-10-2014,2014,10
06-11-2012,2012,11
23-09-2014,2014,9
05-09-2015,2015,9
10-02-2012,2012,2
12-04-2012,2012,4
07-03-2015,2015,3
26-06-2014,2014,6
07-03-2015,2015,3
09-09-2015,2015,9
15-06-2013,2013,6
06-11-2015,2015,11
26-10-2012,2012,10
26-10-2013,2013,10
14-09-2012,2012,9
17-03-2013,2013,3
31-03-2013,2013,3
17-10-2012,2012,10
23-08-2013,2013,8
09-09-2015,2015,9
13-11-2013,2013,11
30-12-2015,2015,12
14-07-2015,2015,7
18-09-2014,2014,9
28-10-2015,2015,10
06-08-2014,2014,8
17-11-2015,2015,11
22-10-2015,2015,10
30-07-2013,2013,7
03-12-2014,2014,12
19-09-2014,2014,9
09-05-2014,2014,5
15-04-2015,2015,4
04-12-2013,2013,12
02-12-2015,2015,12
12-08-2015,2015,8
10-12-2013,2013,12
31-03-2012,2012,3
01-10-2015,2015,10
07-03-2015,2015,3
07-03-2015,2015,3
07-02-2012,2012,2
12-12-2013,2013,12
13-06-2013,2013,6
05-05-2012,2012,5
08-05-2014,2014,5
24-08-2013,2013,8
04-07-2015,2015,7
06-11-2015,2015,11
25-02-2015,2015,2
06-12-2014,2014,12
22-10-2015,2015,10
09-08-2014,2014,8
12-11-2015,2015,11
27-09-2015,2015,9
26-01-2012,2012,1
13-11-2013,2013,11
02-12-2014,2014,12
11-11-2014,2014,11
23-04-2015,2015,4
24-05-2014,2014,5
04-02-2014,2014,2
30-12-2014,2014,12
16-12-2014,2014,12
27-02-2014,2014,2
22-06-2013,2013,6
04-12-2015,2015,12
09-08-2012,2012,8
03-03-2015,2015,3
30-04-2015,2015,4
04-06-2014,2014,6
05-02-2014,2014,2
02-07-2013,2013,7
07-07-2015,2015,7
22-10-2015,2015,10
24-01-2012,2012,1
16-10-2015,2015,10
21-07-2015,2015,7
14-11-2015,2015,11
16-05-2013,2013,5
26-12-2015,2015,12
19-09-2013,2013,9
18-09-2013,2013,9
20-05-2012,2012,5
04-09-2014,2014,9
13-12-2014,2014,12
03-01-2015,2015,1
11-01-2013,2013,1
20-05-2012,2012,5
11-08-2012,2012,8
26-12-2014,2014,12
13-09-2012,2012,9
25-07-2014,2014,7
23-03-2013,2013,3
24-08-2013,2013,8
11-07-2015,2015,7
02-07-2015,2015,7
17-09-2015,2015,9
19-06-2013,2013,6
29-08-2014,2014,8
11-01-2013,2013,1
03-10-2015,2015,10
27-11-2015,2015,11
15-10-2015,2015,10
16-10-2015,2015,10
27-08-2013,2013,8
27-02-2014,2014,2
31-10-2015,2015,10
01-02-2012,2012,2
12-09-2012,2012,9
14-11-2015,2015,11
16-11-2012,2012,11
08-02-2014,2014,2
16-06-2013,2013,6
14-05-2015,2015,5
30-06-2012,2012,6
30-05-2012,2012,5
29-07-2015,2015,7
19-10-2015,2015,10
27-11-2015,2015,11
06-08-2013,2013,8
07-05-2013,2013,5
26-02-2014,2014,2
25-11-2014,2014,11
24-06-2015,2015,6
11-06-2015,2015,6
02-11-2013,2013,11
23-05-2015,2015,5
20-09-2015,2015,9
30-10-2015,2015,10
11-09-2015,2015,9
03-08-2013,2013,8
20-05-2012,2012,5
03-10-2015,2015,10
26-08-2015,2015,8
05-07-2015,2015,7
06-06-2014,2014,6
25-09-2012,2012,9
16-06-2013,2013,6
23-06-2015,2015,6
27-06-2014,2014,6
07-12-2013,2013,12
26-08-2014,2014,8
14-12-2013,2013,12
25-06-2013,2013,6
11-11-2015,2015,11
06-07-2013,2013,7
13-08-2014,2014,8
11-06-2013,2013,6
11-09-2015,2015,9
12-06-2015,2015,6
13-11-2014,2014,11
01-02-2014,2014,2
25-09-2012,2012,9
27-11-2015,2015,11
15-06-2012,2012,6
08-12-2012,2012,12
02-03-2012,2012,3
11-11-2015,2015,11
05-04-2012,2012,4
25-03-2015,2015,3
03-06-2015,2015,6
07-07-2013,2013,7
26-06-2015,2015,6
19-08-2012,2012,8
07-08-2014,2014,8
20-04-2012,2012,4
29-08-2012,2012,8
15-11-2013,2013,11
04-07-2015,2015,7
05-02-2013,2013,2
09-07-2014,2014,7
26-12-2012,2012,12
27-08-2013,2013,8
31-08-2013,2013,8
03-07-2014,2014,7
11-03-2015,2015,3
24-07-2015,2015,7
25-11-2015,2015,11
28-08-2012,2012,8
20-10-2012,2012,10
04-07-2015,2015,7
03-01-2015,2015,1
18-12-2012,2012,12
05-03-2014,2014,3
03-10-2014,2014,10
05-11-2013,2013,11
26-01-2012,2012,1
05-05-2012,2012,5
28-09-2013,2013,9
20-10-2012,2012,10
02-06-2012,2012,6
20-11-2014,2014,11
30-12-2013,2013,12
18-10-2013,2013,10
13-10-2012,2012,10
02-06-2015,2015,6
01-08-2013,2013,8
02-07-2014,2014,7
10-05-2015,2015,5
04-12-2015,2015,12
22-10-2015,2015,10
21-01-2015,2015,1
13-09-2015,2015,9
05-04-2012,2012,4
11-04-2014,2014,4
17-09-2012,2012,9
29-10-2014,2014,10
03-08-2013,2013,8
10-12-2013,2013,12
13-12-2015,2015,12
05-04-2012,2012,4
08-05-2014,2014,5
30-11-2012,2012,11
20-05-2014,2014,5
06-11-2012,2012,11
13-11-2014,2014,11
27-12-2012,2012,12
27-07-2015,2015,7
28-09-2012,2012,9
21-04-2015,2015,4
11-02-2015,2015,2
16-03-2013,2013,3
30-11-2013,2013,11
03-04-2015,2015,4
29-12-2015,2015,12
14-05-2015,2015,5
13-11-2014,2014,11
09-08-2013,2013,8
14-05-2015,2015,5
16-07-2012,2012,7
27-06-2013,2013,6
04-01-2013,2013,1
05-11-2014,2014,11
07-12-2012,2012,12
11-09-2015,2015,9
10-10-2014,2014,10
02-08-2014,2014,8
08-08-2012,2012,8
27-10-2012,2012,10
13-11-2014,2014,11
22-03-2015,2015,3
09-02-2014,2014,2
20-09-2014,2014,9
03-08-2013,2013,8
15-03-2015,2015,3
10-01-2014,2014,1
05-09-2013,2013,9
28-08-2015,2015,8
20-12-2014,2014,12
30-08-2015,2015,8
25-12-2013,2013,12
21-04-2015,2015,4
11-04-2013,2013,4
12-06-2015,2015,6
27-11-2015,2015,11
29-07-2012,2012,7
24-06-2015,2015,6
25-06-2014,2014,6
13-11-2014,2014,11
08-09-2015,2015,9
26-11-2015,2015,11
26-12-2014,2014,12
24-11-2015,2015,11
16-05-2014,2014,5
21-02-2015,2015,2
11-09-2013,2013,9
06-08-2013,2013,8
22-08-2015,2015,8
07-04-2015,2015,4
30-04-2014,2014,4
18-08-2015,2015,8
28-11-2012,2012,11
06-12-2014,2014,12
11-09-2014,2014,9
23-05-2013,2013,5
18-02-2014,2014,2
01-09-2012,2012,9
02-07-2015,2015,7
04-11-2014,2014,11
24-07-2013,2013,7
06-08-2014,2014,8
24-04-2012,2012,4
14-03-2015,2015,3
20-10-2012,2012,10
27-11-2013,2013,11
26-01-2013,2013,1
25-11-2015,2015,11
15-11-2013,2013,11
24-12-2014,2014,12
06-11-2013,2013,11
21-03-2012,2012,3
26-12-2012,2012,12
24-10-2015,2015,10
21-06-2014,2014,6
07-11-2015,2015,11
17-02-2012,2012,2
07-11-2015,2015,11
25-08-2012,2012,8
30-08-2014,2014,8
07-11-2015,2015,11
13-11-2015,2015,11
06-09-2013,2013,9
28-03-2014,2014,3
21-10-2012,2012,10
07-11-2015,2015,11
10-04-2015,2015,4
09-05-2013,2013,5
05-11-2015,2015,11
10-09-2014,2014,9
11-07-2015,2015,7
07-11-2015,2015,11
16-09-2015,2015,9
06-09-2015,2015,9
25-09-2015,2015,9
03-10-2013,2013,10
17-10-2015,2015,10
31-01-2014,2014,1
19-06-2015,2015,6
09-12-2014,2014,12
19-10-2012,2012,10
04-07-2015,2015,7
10-09-2013,2013,9
05-07-2015,2015,7
14-11-2014,2014,11
07-04-2014,2014,4
14-10-2015,2015,10
14-09-2014,2014,9
03-11-2015,2015,11
04-12-2015,2015,12
03-01-2013,2013,1
01-05-2014,2014,5
02-11-2014,2014,11
05-11-2015,2015,11
18-10-2014,2014,10
07-04-2013,2013,4
12-08-2014,2014,8
09-11-2013,2013,11
30-10-2014,2014,10
16-09-2015,2015,9
24-12-2014,2014,12
08-06-2014,2014,6
08-06-2014,2014,6
04-07-2015,2015,7
24-12-2013,2013,12
01-11-2013,2013,11
09-05-2015,2015,5
27-06-2012,2012,6
14-05-2014,2014,5
09-04-2015,2015,4
14-10-2014,2014,10
31-12-2015,2015,12
29-10-2014,2014,10
25-11-2015,2015,11
11-06-2014,2014,6
06-08-2015,2015,8
05-11-2015,2015,11
30-01-2014,2014,1
25-11-2015,2015,11
